"•ÈÀ""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/16/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bahrain,BHR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,0.984370952,1.012347573,1.057776481,1.153517516,1.116785836,1.194377686,1.368720049,1.342504418,1.180461174,1.135141461,0.949346076,0.882139771,0.909897,0.851378305,0.860341986,0.862944479,,,,,,,,,,,0.273070898,0.29227169,0.26481051,0.337400302,0.297677228,0.290850277,0.275737043,0.274788371,0.299909669,0.315466039,0.332012486,0.290782117,0.288531253
"Bahamas, The",BHS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,2.043016021,1.904597833,1.811931244,1.827560863,,2.012508165,2.208528111,2.833734041,2.663010614,2.461287193,2.675084382,2.834149898,2.646910502,1.561818974,1.378559449,1.26759042,1.344646857,1.198629931,1.513315828,1.347224211,1.16175186,1.064435453,1.170424648,1.093391246,1.043131294,0.909640992,1.097490432,1.092304713,1.072711161,0.914599721,0.85239977,0.818330606,0.880156773,1.001471785,
Bosnia and Herzegovina,BIH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85332285,20.69999851,20.70000031,17.51804573,15.96041002,13.26299203,8.903610232,8.867656188,8.274292743,7.341323681,8.87,8.297370379,8.054288694,7.704953273,7.20726994,7.076599733,6.796760081,6.757745777,6.13767227,6.841390006,5.951059096,6.238163957,6.369381022,5.601857227,5.995206661
Belarus,BLR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94688222,22.22222222,22.82608696,17.15736041,13.58961389,15.76649671,15.0985983,13.41793201,12.06176361,12.70055756,12.09682717,10.35042974,10.12843222,8.635627708,8.850251441,8.518590809,8.578727592,8.303169959,8.666253694,8.130898936,8.67327408,8.001887744,8.130942683,6.809092448,7.303056977,6.283207583,6.895280624,7.565802538,6.402244664
Belize,BLZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,28.98019076,28.06324111,22.87525437,22.39133379,19.03351181,18.59159983,17.72873329,17.36599226,17.84303972,19.04656775,18.11017992,17.29126667,17.25413934,15.86486576,15.40332445,14.55972114,14.58883556,15.43376306,15.29609884,14.93607774,14.27776894,15.06477775,14.64928925,13.10231246,12.68579865,14.49471541,14.33244269,13.30765488,12.72416106,11.53205681,10.97617927,11.09534214,11.49980701,11.44827032,13.07420123,13.46419888,13.51543004,12.52701808,10.23875039,10.82934861,
Bermuda,BMU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,0.7,0.7,0.668952155,0.69232761,0.795458124,0.821851058,0.844158465,0.801641532,0.856786816,0.767576447,0.790533047,0.740341053,0.748048452,0.788755292,0.740816721,0.745266618,,,,,
Bolivia,BOL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,19.50835954,19.84480639,19.25239234,20.12108262,21.24637129,20.84459038,20.6138987,20.17776126,18.49551874,18.05010531,17.11711712,17.36111111,16.20111732,19.42675159,21.54339174,19.01563632,16.9376331,16.38786331,15.73538476,15.2631428,15.35359787,15.54209756,14.40420249,14.64796411,15.24428595,14.85929937,14.18467931,14.91825951,12.62543215,13.25799236,12.96581268,13.25565282,12.95511869,13.42723687,13.3223838,11.7927212,10.93754787,10.01115609,10.44240446,11.1524078,10.38990599,9.769586238,9.812162161,9.966979415,9.740217328,10.23949424,11.17187546,11.58933645,11.48192402
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.66699849,17.09534431,15.53459711,15.12565083,15.83825537,16.67442037,13.31532909,13.0130974,11.82646565,11.07606353,10.37361964,11.01418061,11.0689556,11.44585877,11.22900468,10.68267745,11.45468906,12.93083761,10.27660172,9.899895451,9.949928017,9.63639087,8.062764759,9.826202138,10.44830208,10.50376319,9.930011935,9.008941598,9.142345598,8.441587385,6.873300859,6.788806688,6.779952159,6.563569585,8.536411053,5.011666465,4.768411211,4.685047029,4.750044784,4.64598154,4.750459976,4.801043016,5.475274893,6.167184386,5.665311576,4.651168823,4.370043778,4.416915436,4.567851183,4.476773992,4.115756488,4.342034128,4.168328224,4.506887028,4.32560979,4.319149429,4.893010521,4.634705691,4.361279373
Barbados,BRB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,11.50668172,8.792197637,9.229922239,8.246291642,8.143588222,8.795145912,6.766775176,6.130653266,6.417719722,6.044815008,5.72566592,5.532670723,5.88921683,5.57885906,4.382586368,3.425482246,3.480393371,3.447126967,3.246264123,2.44054635,3.138806462,3.267367553,2.619261224,1.954543882,2.28780826,1.955790485,2.07594693,1.851968703,1.939020108,1.610539645,1.554922639,1.467736143,1.309861416,1.183605186,1.407381779,1.298041899,1.225085284,1.317555596,1.441734417,1.380103508,1.344851281,1.379980349,,
Brunei Darussalam,BRN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,1.33781821,1.335547213,1.10918347,1.017318066,1.08715347,0.902068196,0.634854457,0.693804542,0.843789381,0.984748704,1.065873459,1.212543374,1.927720227,1.930734886,2.216148334,0.961563596,0.966141671,1.022053167,0.965209098,1.077333434,1.198708954,1.161527571,1.122112852,1.227343527,1.410283186,1.234980121,1.024413492,1.134567236,1.093569608,1.222196519,1.127453453,0.946593335,0.706141843,0.689655172,0.635849769,0.908956973,0.733012306,0.575033258,0.655379574,0.684659216,0.863199099,1.102486219,1.203654626,1.086450903,1.017641713
Bhutan,BTN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,42.90584561,40.70377036,41.47167317,41.43510773,41.66965572,42.62936197,41.39559609,35.76662039,37.51311349,35.16312344,34.37769466,32.88294509,33.42482401,31.39581436,33.42737403,30.84498839,30.1659345,30.0140516,28.49508996,26.33325449,26.80119971,25.57252384,25.518089,24.38801694,23.97530869,22.33718603,21.40748853,18.67117458,18.40978938,18.2268568,16.79770197,16.32532702,15.96461884,16.10386948,16.61842444,16.71299354,16.64448121,17.36712703,
Botswana,BWA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,43.2229603,41.92589506,40.67604614,39.7267916,38.57224696,33.84146341,39.29539295,41.2608949,43.68421053,38.70387039,32.99492386,32.9845815,33.00550747,33.07760401,31.78648714,27.5461641,24.66769706,22.6035503,18.43746804,14.47171506,12.7038991,12.3706177,10.27223578,7.971380799,6.89302008,5.921874632,5.286789713,6.244885589,5.631953348,4.696992862,4.526150858,4.376895524,4.632785011,4.521192563,3.756143634,4.637720944,3.690994049,3.542705617,3.166864256,2.990765494,2.794699789,2.59029062,2.425615993,2.722386955,2.25958535,1.828380524,2.048364708,2.240732656,2.526018242,2.819081868,2.488037773,2.510917511,2.695270104,2.298528876,2.087683863,2.201055274,2.049732739,1.989754202,1.998383091
Central African Republic,CAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.33386816,37.3635796,37.56902278,36.81416647,32.07748834,33.76256558,31.15069669,31.37940144,33.89625511,
Canada,CAN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.919128222,1.933862871,1.963347397,1.865594807,1.876011065,1.743071599,1.810020979,1.933549132,1.659035672,1.498451622,1.407025723,1.597654579,1.375939874,1.33166399,1.605663978,1.647293626,1.725293697,1.424795747,1.711327321,,,
Central Europe and the Baltics,CEB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.326792121,7.040053854,6.968553395,5.990678567,5.288020052,4.849357519,5.165631107,4.569755483,4.38594182,4.749481225,3.877201625,3.588285473,3.329053512,3.286874552,3.03694161,2.890363307,3.408267112,3.163686885,3.359670454,3.211352237,2.875667484,2.882644989,,
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.238130146,2.025985422,1.865249352,1.699792661,1.590440383,1.474905068,1.318157221,1.301033445,1.258405211,1.157341846,1.153637506,0.993411093,0.983641799,0.910374852,0.976286272,0.861322409,0.814904148,0.801680742,0.835978076,0.753587093,0.699118549,0.697310731,0.658862437,0.692951418,0.720956248,0.649894449,0.664239358,0.664136891,0.651266348
Channel Islands,CHI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.50410317,10.1022751,9.201911166,7.937608319,8.560548363,8.847345253,9.265601218,8.606845622,7.676366097,6.85995831,6.781348751,8.102127123,8.303090524,6.664265884,5.688918351,6.582943035,8.438811381,9.830571211,7.600799633,7.268811729,7.224721702,6.464607459,6.28802554,5.887562367,7.146472304,7.468744962,8.569613615,8.793614703,8.481755034,8.304970172,8.236522314,9.256215148,9.205793076,8.033661574,7.502211362,7.003034156,5.44562552,5.437201213,5.704290844,5.636934159,5.377918724,4.408927792,4.435255293,4.455067681,4.06381132,4.13388036,3.87711014,3.7105011,3.710723945,3.741181593,3.615889645,3.671206594,3.304780976,3.381868051,3.731747714,3.63888345,3.99347044,3.874238613,3.642783841
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.1752942,35.79485515,38.98640509,39.85420171,38.02979795,37.54901961,37.17901202,39.80604169,41.6432544,37.5191112,34.79843839,33.63181245,32.41654913,32.92576736,33.42645967,31.95262379,32.35963327,28.99076923,27.68541782,30.7032787,29.63393836,31.31558121,32.7857031,32.56812238,31.53969556,27.93435752,26.63849653,26.32089964,25.23768653,24.61155196,26.58430812,24.03406739,21.32886138,19.3074684,19.47428273,19.59651961,19.32548555,17.89527674,17.15903476,16.06478847,14.67624166,13.98346135,13.30148771,12.34899897,12.91664817,11.6414956,10.62576053,10.246164,10.16903653,9.636182036,9.325163854,9.177641031,9.113687846,8.942898986,8.674252737,8.42204052,8.126251249,7.566149821,7.190194039
Cote d'Ivoire,CIV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,47.90792295,46.40683488,45.90405268,44.16710415,39.80135978,39.6184607,37.44038089,34.75976223,35.56115871,33.56880415,31.86676514,30.88032896,29.80047164,31.04990114,25.46684645,28.24445816,24.4793521,24.2658516,25.88063721,26.40238586,25.88027326,26.53399835,24.12531339,21.88195713,24.13447098,26.53757892,28.4615445,29.18235257,32.03932189,32.71644011,32.49842767,33.29394293,34.00968692,28.21520627,25.26363051,24.7276058,24.60262093,23.31943262,24.17700335,23.2029349,24.98911571,25.92645228,27.27005039,28.78085502,23.58975972,22.59324627,22.62521288,21.99480637,22.67704581,21.20021808,24.52942756,26.69084941,22.1902512,20.97862591,21.05143674,22.73562326,22.42625277,21.5757093,19.7693184
Cameroon,CMR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,32.73182909,31.85079416,31.13330046,31.5057857,30.72351081,31.36392018,31.00412862,31.96496947,30.7928263,29.53976576,29.11971329,27.61010709,33.64508248,31.35335451,30.82360287,28.67678483,27.1765767,27.0057545,23.19327904,21.97183072,20.59052903,21.62962795,23.98643534,23.9424312,25.50675999,23.99487034,24.25902647,26.57966518,15.16246038,16.89470688,17.8661971,17.68849565,18.18009709,17.59254742,18.32351037,16.73646394,17.4293321,16.45167769,15.90761058,15.54837008,14.08356658,13.24024055,13.17893793,13.0957245,13.65706094,14.067657,13.47965227,13.72152458,13.89889921,14.22619681,14.77247235,14.54303727,14.37221482,14.28406714
"Congo, Dem. Rep.",COD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.54402804,56.54398926,33.26198154,47.50000059,46.49996743,52.36616493,31.97235827,32.87090402,26.58377932,26.05383881,23.87935949,21.57938225,21.21006065,21.6022053,22.61867976,23.6746667,21.42849112,20.91707601,20.44106071,19.31666763,18.56251731,18.3703885,18.59975364,19.7026975,19.11033837
"Congo, Rep.",COG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.60046332,20.49180087,19.80472225,20.95408198,21.10970788,19.13580059,19.18819188,19.8630171,19.61414791,17.70683176,17.89473684,17.13640909,16.42512077,15.72847682,15.11710433,14.47688564,13.47753744,15.42553191,16.03630862,14.31372549,11.68146781,7.882591841,7.85915493,7.582582583,6.91704747,7.447436135,12.08970312,11.93728588,13.8670698,12.9345403,12.86089239,11.31780929,11.52756311,11.24851993,10.31393786,10.4525658,8.986689236,9.139190086,10.95556908,8.355757952,5.304252999,5.799931651,6.261580123,6.275223939,5.509406303,4.544180397,3.960322565,4.327298473,3.676959489,4.505890479,3.830407012,3.383113301,3.925774106,4.362166032,4.834284371,7.243495885,7.242272409,6.398304298,7.121338547
Colombia,COL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,27.28640391,26.60844648,26.89221812,26.85938498,25.86728483,25.08737045,23.51911012,24.13060217,24.12896858,24.38210333,23.88646978,23.62860954,25.04703022,23.04046127,21.46587742,19.3599007,19.24774041,18.76512134,18.71389528,17.40892977,16.9906943,17.47692531,18.06373867,16.74929428,16.05719099,17.066781,17.45479816,16.79394339,14.96782924,14.83153787,14.01806597,12.76881903,12.60647115,13.23578965,13.00077152,8.305719533,8.320972677,8.510005177,8.328774165,7.910983162,7.550075761,7.20607089,6.950610496,6.700821579,6.687053183,6.334791196,6.100331083,5.588037774,5.39624072,5.446957215,5.980424808,6.606412266,6.387892118,6.274849283
